1,2,3,4,5,6,7,8,9,10
0.259,0.047,0.29,0.0,0.478,0.753,0.761,0.722,0.824,0.502
0.047,0.29,0.812,0.478,0.753,0.827,0.722,0.824,0.741,0.753
0.29,0.812,0.824,0.753,0.827,0.996,0.824,0.741,0.753,0.753
0.812,0.824,0.953,0.827,0.996,0.988,0.741,0.753,0.957,0.753
0.824,0.953,0.043,0.996,0.988,0.357,0.753,0.957,0.341,1.0
0.953,0.043,0.247,0.988,0.357,0.129,0.957,0.341,0.216,0.376
0.043,0.247,0.298,0.357,0.129,0.239,0.341,0.216,0.0,0.125
0.247,0.298,0.251,0.129,0.239,0.125,0.216,0.0,0.122,0.251
0.298,0.251,0.275,0.239,0.125,0.118,0.0,0.122,0.22,0.125
0.251,0.275,0.235,0.125,0.118,0.243,0.122,0.22,0.208,0.125
0.275,0.235,0.094,0.118,0.243,0.322,0.22,0.208,0.616,0.251
0.235,0.094,0.506,0.243,0.322,0.576,0.208,0.616,0.588,0.251
0.094,0.506,0.627,0.322,0.576,0.655,0.616,0.588,0.592,0.627
0.506,0.627,0.686,0.576,0.655,0.592,0.588,0.592,0.651,0.627
0.627,0.686,0.608,0.655,0.592,0.651,0.592,0.651,0.643,0.627
0.686,0.608,0.231,0.592,0.651,0.624,0.651,0.643,0.667,0.627
0.012,0.373,0.753,0.357,0.427,0.341,0.376,0.325,0.031,0.376
0.373,0.753,0.518,0.427,0.341,0.098,0.325,0.031,0.42,0.376
0.753,0.518,0.627,0.341,0.098,0.635,0.031,0.42,0.686,0.502
0.518,0.627,0.651,0.098,0.635,0.62,0.42,0.686,0.6,0.627
0.627,0.651,0.647,0.635,0.62,0.655,0.686,0.6,0.627,0.627
0.651,0.647,0.482,0.62,0.655,0.506,0.6,0.627,0.498,0.627
0.647,0.482,0.231,0.655,0.506,0.278,0.627,0.498,0.196,0.502
0.482,0.231,0.4,0.506,0.278,0.345,0.498,0.196,0.431,0.251
0.231,0.4,0.749,0.278,0.345,0.376,0.196,0.431,0.408,0.376
0.4,0.749,0.369,0.345,0.376,0.455,0.431,0.408,0.376,0.376
0.749,0.369,0.4,0.376,0.455,0.318,0.408,0.376,0.412,0.376
0.369,0.4,0.345,0.455,0.318,0.792,0.376,0.412,0.396,0.376
0.4,0.345,0.035,0.318,0.792,0.369,0.412,0.396,0.298,0.376
0.345,0.035,0.596,0.792,0.369,0.737,0.396,0.298,0.745,0.376
0.035,0.596,0.522,0.369,0.737,0.514,0.298,0.745,0.518,0.753
0.596,0.522,0.0,0.737,0.514,0.345,0.745,0.518,0.4,0.502
0.522,0.0,0.518,0.514,0.345,0.408,0.518,0.4,0.408,0.376
0.0,0.518,0.365,0.345,0.408,0.525,0.4,0.408,0.353,0.376
0.518,0.365,0.094,0.408,0.525,0.882,0.408,0.353,0.518,0.502
0.365,0.094,0.498,0.525,0.882,0.49,0.353,0.518,0.455,0.502
0.094,0.498,0.533,0.882,0.49,0.125,0.518,0.455,0.467,0.502
0.498,0.533,0.494,0.49,0.125,0.38,0.455,0.467,0.694,0.502
0.533,0.494,0.4,0.125,0.38,0.627,0.467,0.694,0.651,0.376
0.494,0.4,0.984,0.38,0.627,0.576,0.694,0.651,0.537,0.627
0.4,0.984,0.8,0.627,0.576,0.643,0.651,0.537,0.259,0.627
0.984,0.8,0.992,0.576,0.643,0.643,0.537,0.259,0.69,0.627
0.8,0.992,0.722,0.643,0.643,0.769,0.259,0.69,0.612,0.627
0.992,0.722,0.776,0.643,0.769,0.741,0.69,0.612,0.827,0.753
0.722,0.776,0.784,0.769,0.741,0.318,0.612,0.827,0.643,0.753
0.776,0.784,0.729,0.741,0.318,0.647,0.827,0.643,0.753,0.753
0.784,0.729,0.388,0.318,0.647,0.753,0.643,0.753,0.757,0.627
0.729,0.388,0.737,0.647,0.753,0.8,0.753,0.757,0.733,0.753
0.388,0.737,0.753,0.753,0.8,0.729,0.757,0.733,0.0,0.753
0.737,0.753,0.329,0.8,0.729,0.718,0.733,0.0,0.796,0.753
0.753,0.329,0.792,0.729,0.718,0.812,0.0,0.796,0.333,0.753
0.329,0.792,0.725,0.718,0.812,0.776,0.796,0.333,0.678,0.753
0.792,0.725,0.682,0.812,0.776,0.729,0.333,0.678,0.373,0.753
0.725,0.682,0.031,0.776,0.729,0.757,0.678,0.373,0.992,0.753
0.682,0.031,0.965,0.729,0.757,0.788,0.373,0.992,0.733,0.753
0.031,0.965,0.482,0.757,0.788,0.765,0.992,0.733,0.745,0.753
0.965,0.482,0.565,0.788,0.765,0.604,0.733,0.745,0.694,0.753
0.482,0.565,0.533,0.765,0.604,0.647,0.745,0.694,0.51,0.627
0.565,0.533,0.996,0.604,0.647,0.612,0.694,0.51,0.675,0.627
0.533,0.996,0.506,0.647,0.612,0.361,0.51,0.675,0.812,0.627
0.996,0.506,0.0,0.612,0.361,0.761,0.675,0.812,0.714,0.376
0.506,0.0,0.478,0.361,0.761,0.722,0.812,0.714,0.808,0.753
0.0,0.478,0.753,0.761,0.722,0.824,0.714,0.808,0.757,0.753
0.478,0.753,0.827,0.722,0.824,0.741,0.808,0.757,0.369,0.753
0.753,0.827,0.996,0.824,0.741,0.753,0.757,0.369,0.808,0.753
0.827,0.996,0.988,0.741,0.753,0.957,0.369,0.808,1.0,0.753
0.996,0.988,0.357,0.753,0.957,0.341,0.808,1.0,0.247,1.0
0.988,0.357,0.129,0.957,0.341,0.216,1.0,0.247,0.149,0.376
0.357,0.129,0.239,0.341,0.216,0.0,0.247,0.149,0.318,0.125
0.129,0.239,0.125,0.216,0.0,0.122,0.149,0.318,0.18,0.251
0.239,0.125,0.118,0.0,0.122,0.22,0.318,0.18,0.133,0.125
0.125,0.118,0.243,0.122,0.22,0.208,0.18,0.133,0.0,0.251
0.118,0.243,0.322,0.22,0.208,0.616,0.133,0.0,0.616,0.125
0.243,0.322,0.576,0.208,0.616,0.588,0.0,0.616,0.631,0.627
0.322,0.576,0.655,0.616,0.588,0.592,0.616,0.631,0.675,0.627
0.576,0.655,0.592,0.588,0.592,0.651,0.631,0.675,0.62,0.627
0.655,0.592,0.651,0.592,0.651,0.643,0.675,0.62,0.631,0.627
0.592,0.651,0.624,0.651,0.643,0.667,0.62,0.631,0.553,0.627
0.357,0.427,0.341,0.376,0.325,0.031,0.392,0.376,0.404,0.376
0.427,0.341,0.098,0.325,0.031,0.42,0.376,0.404,0.565,0.376
0.341,0.098,0.635,0.031,0.42,0.686,0.404,0.565,0.588,0.502
0.098,0.635,0.62,0.42,0.686,0.6,0.565,0.588,0.635,0.627
0.635,0.62,0.655,0.686,0.6,0.627,0.588,0.635,0.643,0.627
0.62,0.655,0.506,0.6,0.627,0.498,0.635,0.643,0.475,0.627
0.655,0.506,0.278,0.627,0.498,0.196,0.643,0.475,0.337,0.502
0.506,0.278,0.345,0.498,0.196,0.431,0.475,0.337,0.306,0.251
0.278,0.345,0.376,0.196,0.431,0.408,0.337,0.306,0.376,0.376
0.345,0.376,0.455,0.431,0.408,0.376,0.306,0.376,0.349,0.376
0.376,0.455,0.318,0.408,0.376,0.412,0.376,0.349,0.404,0.376
0.455,0.318,0.792,0.376,0.412,0.396,0.349,0.404,0.333,0.376
0.318,0.792,0.369,0.412,0.396,0.298,0.404,0.333,0.376,0.376
0.792,0.369,0.737,0.396,0.298,0.745,0.333,0.376,0.824,0.376
0.369,0.737,0.514,0.298,0.745,0.518,0.376,0.824,0.478,0.753
0.737,0.514,0.345,0.745,0.518,0.4,0.824,0.478,0.412,0.502
0.514,0.345,0.408,0.518,0.4,0.408,0.478,0.412,0.4,0.376
0.345,0.408,0.525,0.4,0.408,0.353,0.412,0.4,0.341,0.376
0.408,0.525,0.882,0.408,0.353,0.518,0.4,0.341,0.569,0.376
0.525,0.882,0.49,0.353,0.518,0.455,0.341,0.569,0.565,0.502
0.882,0.49,0.125,0.518,0.455,0.467,0.569,0.565,0.588,0.502
0.49,0.125,0.38,0.455,0.467,0.694,0.565,0.588,0.561,0.502
0.125,0.38,0.627,0.467,0.694,0.651,0.588,0.561,0.506,0.627
0.38,0.627,0.576,0.694,0.651,0.537,0.561,0.506,0.612,0.627
0.627,0.576,0.643,0.651,0.537,0.259,0.506,0.612,0.6,0.502
0.576,0.643,0.643,0.537,0.259,0.69,0.612,0.6,0.655,0.627
0.643,0.643,0.769,0.259,0.69,0.612,0.6,0.655,0.675,0.753
0.643,0.769,0.741,0.69,0.612,0.827,0.655,0.675,0.604,0.627
0.769,0.741,0.318,0.612,0.827,0.643,0.675,0.604,0.58,0.753
0.741,0.318,0.647,0.827,0.643,0.753,0.604,0.58,0.627,0.627
0.318,0.647,0.753,0.643,0.753,0.757,0.58,0.627,0.624,0.753
0.647,0.753,0.8,0.753,0.757,0.733,0.627,0.624,0.776,0.753
0.753,0.8,0.729,0.757,0.733,0.0,0.624,0.776,0.765,0.753
0.8,0.729,0.718,0.733,0.0,0.796,0.776,0.765,0.349,0.753
0.729,0.718,0.812,0.0,0.796,0.333,0.765,0.349,0.737,0.753
0.718,0.812,0.776,0.796,0.333,0.678,0.349,0.737,0.784,0.753
0.812,0.776,0.729,0.333,0.678,0.373,0.737,0.784,0.78,0.753
0.776,0.729,0.757,0.678,0.373,0.992,0.784,0.78,0.741,0.753
0.729,0.757,0.788,0.373,0.992,0.733,0.78,0.741,0.698,0.753
0.757,0.788,0.765,0.992,0.733,0.745,0.741,0.698,0.667,0.753
0.788,0.765,0.604,0.733,0.745,0.694,0.698,0.667,0.847,0.753
0.765,0.604,0.647,0.745,0.694,0.51,0.667,0.847,0.733,0.753
0.604,0.647,0.612,0.694,0.51,0.675,0.847,0.733,0.737,0.502
0.647,0.612,0.361,0.51,0.675,0.812,0.733,0.737,0.773,0.753
0.612,0.361,0.761,0.675,0.812,0.714,0.737,0.773,0.29,0.753
0.361,0.761,0.722,0.812,0.714,0.808,0.773,0.29,0.776,0.753
0.761,0.722,0.824,0.714,0.808,0.757,0.29,0.776,0.761,0.753
0.722,0.824,0.741,0.808,0.757,0.369,0.776,0.761,0.729,0.753
0.824,0.741,0.753,0.757,0.369,0.808,0.761,0.729,0.773,0.753
0.741,0.753,0.957,0.369,0.808,1.0,0.729,0.773,0.976,0.753
0.753,0.957,0.341,0.808,1.0,0.247,0.773,0.976,0.404,1.0
0.957,0.341,0.216,1.0,0.247,0.149,0.976,0.404,0.647,0.251
0.341,0.216,0.0,0.247,0.149,0.318,0.404,0.647,0.169,0.251
0.216,0.0,0.122,0.149,0.318,0.18,0.647,0.169,0.231,0.251
0.0,0.122,0.22,0.318,0.18,0.133,0.169,0.231,0.278,0.125
0.122,0.22,0.208,0.18,0.133,0.0,0.231,0.278,0.616,0.125
0.22,0.208,0.616,0.133,0.0,0.616,0.278,0.616,0.616,0.376
0.208,0.616,0.588,0.0,0.616,0.631,0.616,0.616,0.655,0.627
0.616,0.588,0.592,0.616,0.631,0.675,0.616,0.655,0.592,0.627
0.588,0.592,0.651,0.631,0.675,0.62,0.655,0.592,0.663,0.627
0.592,0.651,0.643,0.675,0.62,0.631,0.592,0.663,0.631,0.627
0.651,0.643,0.667,0.62,0.631,0.553,0.663,0.631,0.667,0.627
0.376,0.325,0.031,0.392,0.376,0.404,0.761,0.365,0.329,0.376
0.325,0.031,0.42,0.376,0.404,0.565,0.365,0.329,0.443,0.376
0.031,0.42,0.686,0.404,0.565,0.588,0.329,0.443,0.588,0.502
0.42,0.686,0.6,0.565,0.588,0.635,0.443,0.588,0.635,0.627
0.686,0.6,0.627,0.588,0.635,0.643,0.588,0.635,0.627,0.627
0.6,0.627,0.498,0.635,0.643,0.475,0.635,0.627,0.576,0.627
0.627,0.498,0.196,0.643,0.475,0.337,0.627,0.576,0.184,0.502
0.498,0.196,0.431,0.475,0.337,0.306,0.576,0.184,0.404,0.251
0.196,0.431,0.408,0.337,0.306,0.376,0.184,0.404,0.012,0.376
0.431,0.408,0.376,0.306,0.376,0.349,0.404,0.012,0.412,0.376
0.408,0.376,0.412,0.376,0.349,0.404,0.012,0.412,0.357,0.376
0.376,0.412,0.396,0.349,0.404,0.333,0.412,0.357,0.404,0.376
0.412,0.396,0.298,0.404,0.333,0.376,0.357,0.404,0.325,0.376
0.396,0.298,0.745,0.333,0.376,0.824,0.404,0.325,0.82,0.376
0.298,0.745,0.518,0.376,0.824,0.478,0.325,0.82,0.655,0.753
0.745,0.518,0.4,0.824,0.478,0.412,0.82,0.655,0.518,0.502
0.518,0.4,0.408,0.478,0.412,0.4,0.655,0.518,0.388,0.376
0.4,0.408,0.353,0.412,0.4,0.341,0.518,0.388,0.416,0.376
0.408,0.353,0.518,0.4,0.341,0.569,0.388,0.416,0.0,0.376
0.353,0.518,0.455,0.341,0.569,0.565,0.416,0.0,0.137,0.502
0.518,0.455,0.467,0.569,0.565,0.588,0.0,0.137,0.439,0.502
0.455,0.467,0.694,0.565,0.588,0.561,0.137,0.439,0.588,0.627
0.467,0.694,0.651,0.588,0.561,0.506,0.439,0.588,0.592,0.627
0.694,0.651,0.537,0.561,0.506,0.612,0.588,0.592,0.706,0.502
0.651,0.537,0.259,0.506,0.612,0.6,0.592,0.706,0.557,0.627
0.537,0.259,0.69,0.612,0.6,0.655,0.706,0.557,0.624,0.627
0.259,0.69,0.612,0.6,0.655,0.675,0.557,0.624,0.706,0.627
0.69,0.612,0.827,0.655,0.675,0.604,0.624,0.706,0.584,0.627
0.612,0.827,0.643,0.675,0.604,0.58,0.706,0.584,0.663,0.627
0.827,0.643,0.753,0.604,0.58,0.627,0.584,0.663,0.647,0.627
0.643,0.753,0.757,0.58,0.627,0.624,0.663,0.647,0.659,0.627
0.753,0.757,0.733,0.627,0.624,0.776,0.647,0.659,0.596,0.627
0.757,0.733,0.0,0.624,0.776,0.765,0.659,0.596,0.616,0.753
0.733,0.0,0.796,0.776,0.765,0.349,0.596,0.616,0.796,0.753
0.0,0.796,0.333,0.765,0.349,0.737,0.616,0.796,0.788,0.753
0.796,0.333,0.678,0.349,0.737,0.784,0.796,0.788,0.722,0.753
0.333,0.678,0.373,0.737,0.784,0.78,0.788,0.722,0.737,0.753
0.678,0.373,0.992,0.784,0.78,0.741,0.722,0.737,0.216,0.753
0.373,0.992,0.733,0.78,0.741,0.698,0.737,0.216,0.996,0.753
0.992,0.733,0.745,0.741,0.698,0.667,0.216,0.996,0.988,0.753
0.733,0.745,0.694,0.698,0.667,0.847,0.996,0.988,0.675,0.627
0.745,0.694,0.51,0.667,0.847,0.733,0.988,0.675,0.91,0.753
0.694,0.51,0.675,0.847,0.733,0.737,0.675,0.91,0.722,0.753
0.51,0.675,0.812,0.733,0.737,0.773,0.91,0.722,0.725,0.753
0.675,0.812,0.714,0.737,0.773,0.29,0.722,0.725,0.824,0.753
0.812,0.714,0.808,0.773,0.29,0.776,0.725,0.824,0.706,0.753
0.714,0.808,0.757,0.29,0.776,0.761,0.824,0.706,0.369,0.753
0.808,0.757,0.369,0.776,0.761,0.729,0.706,0.369,0.639,0.753
0.757,0.369,0.808,0.761,0.729,0.773,0.369,0.639,0.765,0.753
0.369,0.808,1.0,0.729,0.773,0.976,0.639,0.765,0.608,0.753
0.808,1.0,0.247,0.773,0.976,0.404,0.765,0.608,0.22,1.0
1.0,0.247,0.149,0.976,0.404,0.647,0.608,0.22,0.176,0.0
0.247,0.149,0.318,0.404,0.647,0.169,0.22,0.176,0.114,0.251
0.149,0.318,0.18,0.647,0.169,0.231,0.176,0.114,0.145,0.125
0.318,0.18,0.133,0.169,0.231,0.278,0.114,0.145,0.522,0.251
0.18,0.133,0.0,0.231,0.278,0.616,0.145,0.522,0.576,0.251
0.133,0.0,0.616,0.278,0.616,0.616,0.522,0.576,0.698,0.627
0.0,0.616,0.631,0.616,0.616,0.655,0.576,0.698,0.643,0.627
0.616,0.631,0.675,0.616,0.655,0.592,0.698,0.643,0.608,0.627
0.631,0.675,0.62,0.655,0.592,0.663,0.643,0.608,0.6,0.627
0.675,0.62,0.631,0.592,0.663,0.631,0.608,0.6,0.639,0.627
0.62,0.631,0.553,0.663,0.631,0.667,0.6,0.639,0.965,0.627
0.392,0.376,0.404,0.761,0.365,0.329,0.341,0.404,0.302,0.376
0.376,0.404,0.565,0.365,0.329,0.443,0.404,0.302,0.549,0.376
0.404,0.565,0.588,0.329,0.443,0.588,0.302,0.549,0.631,0.502
0.565,0.588,0.635,0.443,0.588,0.635,0.549,0.631,0.639,0.627
0.588,0.635,0.643,0.588,0.635,0.627,0.631,0.639,0.635,0.627
0.635,0.643,0.475,0.635,0.627,0.576,0.639,0.635,0.451,0.627
0.643,0.475,0.337,0.627,0.576,0.184,0.635,0.451,0.255,0.502
0.475,0.337,0.306,0.576,0.184,0.404,0.451,0.255,0.035,0.251
0.337,0.306,0.376,0.184,0.404,0.012,0.255,0.035,0.416,0.376
0.306,0.376,0.349,0.404,0.012,0.412,0.035,0.416,0.373,0.376
0.376,0.349,0.404,0.012,0.412,0.357,0.416,0.373,0.376,0.376
0.349,0.404,0.333,0.412,0.357,0.404,0.373,0.376,0.341,0.376
0.404,0.333,0.376,0.357,0.404,0.325,0.376,0.341,0.396,0.376
0.333,0.376,0.824,0.404,0.325,0.82,0.341,0.396,0.706,0.376
0.376,0.824,0.478,0.325,0.82,0.655,0.396,0.706,0.58,0.753
0.824,0.478,0.412,0.82,0.655,0.518,0.706,0.58,0.51,0.627
0.478,0.412,0.4,0.655,0.518,0.388,0.58,0.51,0.384,0.502
0.412,0.4,0.341,0.518,0.388,0.416,0.51,0.384,0.451,0.376
0.4,0.341,0.569,0.388,0.416,0.0,0.384,0.451,0.502,0.376
0.341,0.569,0.565,0.416,0.0,0.137,0.451,0.502,0.533,0.376
0.569,0.565,0.588,0.0,0.137,0.439,0.502,0.533,0.561,0.502
0.565,0.588,0.561,0.137,0.439,0.588,0.533,0.561,0.596,0.502
0.588,0.561,0.506,0.439,0.588,0.592,0.561,0.596,0.918,0.502
0.561,0.506,0.612,0.588,0.592,0.706,0.596,0.918,0.576,0.627
0.506,0.612,0.6,0.592,0.706,0.557,0.918,0.576,0.667,0.627
0.612,0.6,0.655,0.706,0.557,0.624,0.576,0.667,0.647,0.627
0.6,0.655,0.675,0.557,0.624,0.706,0.667,0.647,0.608,0.627
0.655,0.675,0.604,0.624,0.706,0.584,0.647,0.608,0.635,0.627
0.675,0.604,0.58,0.706,0.584,0.663,0.608,0.635,0.62,0.627
0.604,0.58,0.627,0.584,0.663,0.647,0.635,0.62,0.624,0.627
0.58,0.627,0.624,0.663,0.647,0.659,0.62,0.624,0.639,0.627
0.627,0.624,0.776,0.647,0.659,0.596,0.624,0.639,0.6,0.627
0.624,0.776,0.765,0.659,0.596,0.616,0.639,0.6,0.604,0.627
0.776,0.765,0.349,0.596,0.616,0.796,0.6,0.604,0.592,0.627
0.765,0.349,0.737,0.616,0.796,0.788,0.604,0.592,0.557,0.753
0.349,0.737,0.784,0.796,0.788,0.722,0.592,0.557,0.702,0.753
0.737,0.784,0.78,0.788,0.722,0.737,0.557,0.702,0.631,0.753
0.784,0.78,0.741,0.722,0.737,0.216,0.702,0.631,0.659,0.753
0.78,0.741,0.698,0.737,0.216,0.996,0.631,0.659,0.749,0.627
0.741,0.698,0.667,0.216,0.996,0.988,0.659,0.749,0.984,0.627
0.698,0.667,0.847,0.996,0.988,0.675,0.749,0.984,0.776,0.753
0.667,0.847,0.733,0.988,0.675,0.91,0.984,0.776,0.765,0.753
0.847,0.733,0.737,0.675,0.91,0.722,0.776,0.765,0.78,0.753
0.733,0.737,0.773,0.91,0.722,0.725,0.765,0.78,0.769,0.753
0.737,0.773,0.29,0.722,0.725,0.824,0.78,0.769,0.651,0.753
0.773,0.29,0.776,0.725,0.824,0.706,0.769,0.651,0.812,0.753
0.29,0.776,0.761,0.824,0.706,0.369,0.651,0.812,0.635,0.753
0.776,0.761,0.729,0.706,0.369,0.639,0.812,0.635,0.573,0.753
0.761,0.729,0.773,0.369,0.639,0.765,0.635,0.573,0.82,0.627
0.729,0.773,0.976,0.639,0.765,0.608,0.573,0.82,0.231,0.753
0.773,0.976,0.404,0.765,0.608,0.22,0.82,0.231,0.078,0.627
0.976,0.404,0.647,0.608,0.22,0.176,0.231,0.078,0.204,0.125
0.404,0.647,0.169,0.22,0.176,0.114,0.078,0.204,0.141,0.251
0.647,0.169,0.231,0.176,0.114,0.145,0.204,0.141,0.384,0.125
0.169,0.231,0.278,0.114,0.145,0.522,0.141,0.384,0.204,0.125
0.231,0.278,0.616,0.145,0.522,0.576,0.384,0.204,0.686,0.502
0.278,0.616,0.616,0.522,0.576,0.698,0.204,0.686,0.592,0.627
0.616,0.616,0.655,0.576,0.698,0.643,0.686,0.592,0.596,0.627
0.616,0.655,0.592,0.698,0.643,0.608,0.592,0.596,0.667,0.627
0.655,0.592,0.663,0.643,0.608,0.6,0.596,0.667,0.576,0.627
0.592,0.663,0.631,0.608,0.6,0.639,0.667,0.576,0.631,0.627
0.663,0.631,0.667,0.6,0.639,0.965,0.576,0.631,0.686,0.627
0.761,0.365,0.329,0.341,0.404,0.302,0.42,0.345,0.357,0.376
0.365,0.329,0.443,0.404,0.302,0.549,0.345,0.357,0.459,0.376
0.329,0.443,0.588,0.302,0.549,0.631,0.357,0.459,0.694,0.502
0.443,0.588,0.635,0.549,0.631,0.639,0.459,0.694,0.612,0.627
0.588,0.635,0.627,0.631,0.639,0.635,0.694,0.612,0.6,0.627
0.635,0.627,0.576,0.639,0.635,0.451,0.612,0.6,0.545,0.627
0.627,0.576,0.184,0.635,0.451,0.255,0.6,0.545,0.255,0.502
0.576,0.184,0.404,0.451,0.255,0.035,0.545,0.255,0.329,0.251
0.184,0.404,0.012,0.255,0.035,0.416,0.255,0.329,0.396,0.376
0.404,0.012,0.412,0.035,0.416,0.373,0.329,0.396,0.431,0.376
0.012,0.412,0.357,0.416,0.373,0.376,0.396,0.431,0.404,0.376
0.412,0.357,0.404,0.373,0.376,0.341,0.431,0.404,0.388,0.376
0.357,0.404,0.325,0.376,0.341,0.396,0.404,0.388,0.388,0.376
0.404,0.325,0.82,0.341,0.396,0.706,0.388,0.388,0.808,0.376
0.325,0.82,0.655,0.396,0.706,0.58,0.388,0.808,0.62,0.753
0.82,0.655,0.518,0.706,0.58,0.51,0.808,0.62,0.643,0.627
0.655,0.518,0.388,0.58,0.51,0.384,0.62,0.643,0.537,0.502
0.518,0.388,0.416,0.51,0.384,0.451,0.643,0.537,0.384,0.376
0.388,0.416,0.0,0.384,0.451,0.502,0.537,0.384,0.553,0.376
0.416,0.0,0.137,0.451,0.502,0.533,0.384,0.553,0.49,0.502
0.0,0.137,0.439,0.502,0.533,0.561,0.553,0.49,0.443,0.502
0.137,0.439,0.588,0.533,0.561,0.596,0.49,0.443,0.506,0.502
0.439,0.588,0.592,0.561,0.596,0.918,0.443,0.506,0.482,0.627
0.588,0.592,0.706,0.596,0.918,0.576,0.506,0.482,0.514,0.502
0.592,0.706,0.557,0.918,0.576,0.667,0.482,0.514,0.635,0.627
0.706,0.557,0.624,0.576,0.667,0.647,0.514,0.635,0.498,0.627
0.557,0.624,0.706,0.667,0.647,0.608,0.635,0.498,0.447,0.627
0.624,0.706,0.584,0.647,0.608,0.635,0.498,0.447,0.478,0.627
0.706,0.584,0.663,0.608,0.635,0.62,0.447,0.478,0.545,0.627
0.584,0.663,0.647,0.635,0.62,0.624,0.478,0.545,0.502,0.627
0.663,0.647,0.659,0.62,0.624,0.639,0.545,0.502,0.588,0.627
0.647,0.659,0.596,0.624,0.639,0.6,0.502,0.588,0.71,0.627
0.659,0.596,0.616,0.639,0.6,0.604,0.588,0.71,0.655,0.627
0.596,0.616,0.796,0.6,0.604,0.592,0.71,0.655,0.706,0.627
0.616,0.796,0.788,0.604,0.592,0.557,0.655,0.706,0.624,0.627
0.796,0.788,0.722,0.592,0.557,0.702,0.706,0.624,0.561,0.627
0.788,0.722,0.737,0.557,0.702,0.631,0.624,0.561,0.761,0.627
0.722,0.737,0.216,0.702,0.631,0.659,0.561,0.761,0.725,0.627
0.737,0.216,0.996,0.631,0.659,0.749,0.761,0.725,0.753,0.627
0.216,0.996,0.988,0.659,0.749,0.984,0.725,0.753,0.655,0.753
0.996,0.988,0.675,0.749,0.984,0.776,0.753,0.655,0.788,0.753
0.988,0.675,0.91,0.984,0.776,0.765,0.655,0.788,0.725,0.753
0.675,0.91,0.722,0.776,0.765,0.78,0.788,0.725,0.694,0.753
0.91,0.722,0.725,0.765,0.78,0.769,0.725,0.694,0.749,0.753
0.722,0.725,0.824,0.78,0.769,0.651,0.694,0.749,0.8,0.753
0.725,0.824,0.706,0.769,0.651,0.812,0.749,0.8,0.741,0.753
0.824,0.706,0.369,0.651,0.812,0.635,0.8,0.741,0.514,0.753
0.706,0.369,0.639,0.812,0.635,0.573,0.741,0.514,0.416,0.627
0.369,0.639,0.765,0.635,0.573,0.82,0.514,0.416,0.796,0.627
0.639,0.765,0.608,0.573,0.82,0.231,0.416,0.796,0.024,0.753
0.765,0.608,0.22,0.82,0.231,0.078,0.796,0.024,0.227,0.251
0.608,0.22,0.176,0.231,0.078,0.204,0.024,0.227,0.247,0.125
0.22,0.176,0.114,0.078,0.204,0.141,0.227,0.247,0.118,0.125
0.176,0.114,0.145,0.204,0.141,0.384,0.247,0.118,0.071,0.125
0.114,0.145,0.522,0.141,0.384,0.204,0.118,0.071,0.663,0.376
0.145,0.522,0.576,0.384,0.204,0.686,0.071,0.663,0.537,0.627
0.522,0.576,0.698,0.204,0.686,0.592,0.663,0.537,0.71,0.627
0.576,0.698,0.643,0.686,0.592,0.596,0.537,0.71,0.98,0.627
0.698,0.643,0.608,0.592,0.596,0.667,0.71,0.98,0.635,0.627
0.643,0.608,0.6,0.596,0.667,0.576,0.98,0.635,0.694,0.627
0.608,0.6,0.639,0.667,0.576,0.631,0.635,0.694,0.588,0.627
0.6,0.639,0.965,0.576,0.631,0.686,0.694,0.588,0.596,0.627
0.341,0.404,0.302,0.42,0.345,0.357,0.306,0.408,0.769,0.376
0.404,0.302,0.549,0.345,0.357,0.459,0.408,0.769,0.459,0.376
0.302,0.549,0.631,0.357,0.459,0.694,0.769,0.459,0.596,0.502
0.549,0.631,0.639,0.459,0.694,0.612,0.459,0.596,0.631,0.627
0.631,0.639,0.635,0.694,0.612,0.6,0.596,0.631,0.627,0.627
0.639,0.635,0.451,0.612,0.6,0.545,0.631,0.627,0.51,0.627
0.635,0.451,0.255,0.6,0.545,0.255,0.627,0.51,0.337,0.502
0.451,0.255,0.035,0.545,0.255,0.329,0.51,0.337,0.267,0.251
0.255,0.035,0.416,0.255,0.329,0.396,0.337,0.267,0.424,0.376
0.035,0.416,0.373,0.329,0.396,0.431,0.267,0.424,0.353,0.376
0.416,0.373,0.376,0.396,0.431,0.404,0.424,0.353,0.325,0.376
0.373,0.376,0.341,0.431,0.404,0.388,0.353,0.325,0.427,0.376
0.376,0.341,0.396,0.404,0.388,0.388,0.325,0.427,0.329,0.376
0.341,0.396,0.706,0.388,0.388,0.808,0.427,0.329,0.812,0.376
0.396,0.706,0.58,0.388,0.808,0.62,0.329,0.812,0.773,0.753
0.706,0.58,0.51,0.808,0.62,0.643,0.812,0.773,0.522,0.627
0.58,0.51,0.384,0.62,0.643,0.537,0.773,0.522,0.447,0.627
0.51,0.384,0.451,0.643,0.537,0.384,0.522,0.447,0.541,0.502
0.384,0.451,0.502,0.537,0.384,0.553,0.447,0.541,0.09,0.502
0.451,0.502,0.533,0.384,0.553,0.49,0.541,0.09,0.486,0.502
0.502,0.533,0.561,0.553,0.49,0.443,0.09,0.486,0.553,0.502
0.533,0.561,0.596,0.49,0.443,0.506,0.486,0.553,0.529,0.502
0.561,0.596,0.918,0.443,0.506,0.482,0.553,0.529,0.498,0.502
